nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Museo etnografico,Musei  gallerie e pinacoteche,071006,Biccari (FG),Via Municipio,7,71032,41.397835,15.1953945,,,+390881591007,,,,,http://www.viaggiareinpuglia.it/img/LuoghiCultura/biccari_museo_etnografico_1435842535713.jpg,,,,,,Il  museo etnografico  di  Biccari   dedicato alla  civiltà contadina  della città e del circondario  si sviluppa in due sale. Nella prima vengono illustrati: il Foto interno museocontesto sociale relativo al paese  documentando l'importanza del folklore nella cultura di una comunità  la casa contadina  con la esposizione di oggetti ed utensili della quotidianità familiare  immagini della devozione e della fede popolare. Nella seconda sala si espongono oggetti di particolare interesse relativi all'agricoltura ed alla pastorizia che rappresentano la continua evoluzione della 'tecnologia contadina' e strumenti di lavoro artigianale.    Ogni oggetto esposto è identificato da un numero di archivio che è di riferimento ad una didascalia che ne rende chiaro l'uso ed il significato. La sezione didattica è fornita di una sala per lo  studio  e la documentazione.
Chiesa Madre,Chiese e cattedrali,071006,Biccari (FG),Piazza Duomo,,71032,41.39674,15.194768,,,+3393477150953,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/biccari__chiesa_madre_1435842508215.jpg,,http://www.viaggiareinpuglia.it/img/LuogoSacro/biccari__chiesa_madre2_1435842508351.jpg,,,,Nel  1850  iniziarono i lavori per la costruzione della  chiesa madre   ad opera di Anselmo Gasparri e Federico de Nuntio grazie alle finanze e al lavoro dei sacerdoti e del popolo Biccarese. La chiesa fu ultimata nel 1875 e dedicata a  Cristo Salvatore e a Maria Assunta .     Il 4 dicembre 1851 la chiesa appare in parte crollata e in parte prossima a crollare. La questione dello stato giuridico si riaffaccia in questo periodo legato al problema economico. Affiorò infatti una controversia tra comune e real corona riguardo al preteso padronato. Tale controversia venne risolta dal ministero dell' interno il quale ingiungeva al municipio di accollarsi le spese in quanto il ministero del culto non aveva i fondi bastanti al bisogno.     Nel 1854 troviamo elencati alcuni lavori eseguiti  ma in questo periodo di incertezza i lavori di ricostruzione della chiesa subirono senza dubbio pause e rallentamenti a causa dell'imponenza dell'opera. Tra i vari interventi da eseguire ci fù l'acquisto da parte del comune  di alcune case private per poterle demolire e permettere  così  un adeguato respiro alla facciata della nuova chiesa e del succorpo. L' opera proseguì scavando le fondamenta  costruendo il succorpo  elevando le colonne e i capitelli  realizzando le volte e ristrutturando le cappelle. Nel  1875   dopo  venticinque anni di lavoro   la chiesa era completata.    L'aula  a forma di croce latina  è lunga 35 metri ed è larga  nel punto massimo  25. A questi valori vanno aggiunte le due sagrestie quadrangolari  il cui lato misura 6 metri  e lo spessore delle murature. Essa si articola in tre navate: una maggiore che culmina nel presbiterio  e le altre due laterali  in cui si aprono rispettivamente cinque cappelle  che culminano nei bracci del transetto e in una corrispondente cappella absidale. Questa suddivisione è ottenuta da due file di colonne di pietra  poste su alti basamenti cubici e sormontate da capitelli ionici sui quali poggiano l' architrave  il fregio e la cornice dentellata.
Chiesa Madre Santissima Natività di Maria Vergine ,Chiese e cattedrali,073014,Maruggio (TA),Via Umberto I,,74020,40.3215,17.572968,,,+39099675043,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/maruggio_chiesa_madre_ph_aldo_summa_1435842608120.jpg,Aldo Summa,,,,,La  chiesa madre di Maruggio  è stata edificata nel periodo a cavallo tra la seconda metà del  Quattrocento  e gli inizi del  Cinquecento   ed è dedicata alla Natività della Vergine Maria.    Fu edificata nel centro storico sui resti di una chiesa di epoca bizantina dedicata a ' Santa Maria de Nova '  usando integralmente il carparo locale estratto dalle cave in contrada  Li Tajati . I lavori di costruzione  parte dei quali furono eseguiti sotto la direzione di fra' Giambattista Alliata  iniziarono nella seconda metà del XV secolo e terminarono agli inizi del XVI secolo  con la costruzione della navata maggiore e delle due laterali  a completare la pianta basilicale dell'edificio.    Nel corso dei secoli l'edificio subì numerosi rimaneggiamenti: in particolare nel  Seicento  e  Settecento  fu decorata all'interno con stucchi. A quest'epoca inoltre risale la cappella del Santissimo Sacramento. Tra il 1959 e il 1961 l'edificio è stato oggetto di una totale opera di restauro da parte dell'architetto Lorenzo Corrado Cesanelli che ha riportato l'edificio alle forme originarie. Un ulteriore restauro si è avuto negli  anni novanta   con il rifacimento della pavimentazione interna.
Lucera,Città dell'olio e del vino,071028,Lucera (FG),Piazza Nocelli,6,71036,41.508774,15.334233,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/lucera__cattedrale__cappellari_1415010932552.jpg,Franco Cappellari,,,,,Lucera è uno scrigno d'arte e cultura  adagiata su tre colli da cui domina la piana del Tavoliere in un'area ricca di vitigni  a 18 k da   Foggia  .     La solida  cinta muraria   voluta da Carlo II d'Angiò  un tempo aveva cinque porte  di cui oggi resta Porta Troia. È qui che Pirro e Annibale combatterono per contrastare l'Impero Romano.     All'interno delle mura  la città si raccoglie intorno al centro storico con gli eleganti palazzi nobiliari e le chiese rinascimentali  come la    Fortezza sveva     il    Santuario di San Francesco     la    Cattedrale dell'Assunta    e  Palazzo Valletta   oggi Carnevale  con un severo portale e un elegante interno. Da non perdere il    Museo Civico Fiorelli     dove è conservata la collezione di monete romane  bizantine e medievali.    Da non perderel' Anfiteatro Romano . Edificato in età augustea  i suoi spalti potevano ospitare circa 18 mila spettatori. Si accede da due maestosi portali  uno di fronte l'altro  il primo verso Lucera e il secondo verso Foggia  entrambi decorati a bassorilievo e retti da due colonne di stile ionico     A Lucera si trova uno dei più antichi ospedali d'Italia  quello di  Santa Maria delle Camerelle   oggi detto Santa Maria delle Grazie.
Lucera,Borghi storici,071028,Lucera (FG),Piazza Nocelli,6,71036,41.508774,15.334233,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/lucera__cattedrale__cappellari_1415010932552.jpg,Franco Cappellari,,,,,Lucera è uno scrigno d'arte e cultura  adagiata su tre colli da cui domina la piana del Tavoliere in un'area ricca di vitigni  a 18 k da   Foggia  .     La solida  cinta muraria   voluta da Carlo II d'Angiò  un tempo aveva cinque porte  di cui oggi resta Porta Troia. È qui che Pirro e Annibale combatterono per contrastare l'Impero Romano.     All'interno delle mura  la città si raccoglie intorno al centro storico con gli eleganti palazzi nobiliari e le chiese rinascimentali  come la    Fortezza sveva     il    Santuario di San Francesco     la    Cattedrale dell'Assunta    e  Palazzo Valletta   oggi Carnevale  con un severo portale e un elegante interno. Da non perdere il    Museo Civico Fiorelli     dove è conservata la collezione di monete romane  bizantine e medievali.    Da non perderel' Anfiteatro Romano . Edificato in età augustea  i suoi spalti potevano ospitare circa 18 mila spettatori. Si accede da due maestosi portali  uno di fronte l'altro  il primo verso Lucera e il secondo verso Foggia  entrambi decorati a bassorilievo e retti da due colonne di stile ionico     A Lucera si trova uno dei più antichi ospedali d'Italia  quello di  Santa Maria delle Camerelle   oggi detto Santa Maria delle Grazie.
Lucera,Comune,071028,Lucera (FG),Piazza Nocelli,6,71036,41.508774,15.334233,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/lucera__cattedrale__cappellari_1415010932552.jpg,Franco Cappellari,,,,,Lucera è uno scrigno d'arte e cultura  adagiata su tre colli da cui domina la piana del Tavoliere in un'area ricca di vitigni  a 18 k da   Foggia  .     La solida  cinta muraria   voluta da Carlo II d'Angiò  un tempo aveva cinque porte  di cui oggi resta Porta Troia. È qui che Pirro e Annibale combatterono per contrastare l'Impero Romano.     All'interno delle mura  la città si raccoglie intorno al centro storico con gli eleganti palazzi nobiliari e le chiese rinascimentali  come la    Fortezza sveva     il    Santuario di San Francesco     la    Cattedrale dell'Assunta    e  Palazzo Valletta   oggi Carnevale  con un severo portale e un elegante interno. Da non perdere il    Museo Civico Fiorelli     dove è conservata la collezione di monete romane  bizantine e medievali.    Da non perderel' Anfiteatro Romano . Edificato in età augustea  i suoi spalti potevano ospitare circa 18 mila spettatori. Si accede da due maestosi portali  uno di fronte l'altro  il primo verso Lucera e il secondo verso Foggia  entrambi decorati a bassorilievo e retti da due colonne di stile ionico     A Lucera si trova uno dei più antichi ospedali d'Italia  quello di  Santa Maria delle Camerelle   oggi detto Santa Maria delle Grazie.
Museo Civico,Musei  gallerie e pinacoteche,110002,Barletta (BT),Piazza Castello,,76121,41.320812,16.287603,,,+390883578612,,,Servizi Igienici e docce-Visite guidate-Shop prodotti artigianali-Welcome Desk-Wifi/Internet-Bar - Punto ristoro-Biglietteria-Accettazione gruppi-Merchandising -Offerte ricreative,Sala congressi-Sala Lettura-Carta di credito/Bancomat-Parcheggio a pagamento-Guardaroba,http://www.viaggiareinpuglia.it/img/LuoghiCultura/barletta_museo_civico_1427720643753.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/LuoghiCultura/barletta_museo_civico1_1427720643833.jpg,,,,Una maestosa porta apre un varco nel castello di  Barletta   scrigno dal 2003 del Museo Civico e di una collezione nata a fine `800 grazie alle  donazioni di reperti  da parte dei cittadini e poi cresciuta nel tempo.     Orientarsi tra le tre sezioni dell'area espositiva è un  viaggio nella storia  per entrare in contatto con la vetusta e illustre  cultura locale . Trasferiti tra le possenti mura nel 2003  dopo essere rimasti per anni nell'ex Convento San Domenico  oggi i manufatti si possono ammirare nel museo.     Dalla  Galleria Antica   con più di 50 opere realizzate tra la fine del `300 e la seconda metà dell'800  si percorre il tempo attraverso i 40 dipinti della  Galleria dell'Ottocento  per culminare nella  Galleria di Ferdinando Cafiero  e rivivere i secoli andati ammirando una selezione di oggetti vari raccolti dal collezionista  come stampe e dipinti  che documentano la storia dell' artigianato  italiano.
Chiesa di San Michele Arcangelo,Chiese e cattedrali,074014,San Michele Salentino (BR),Piazza Dante,,72018,40.63036,17.632812,,,+390831371003 ,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428503402044.jpg,Franco Cappellari,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428503402113.jpg,Franco Cappellari,,,Ha un prospetto modesto  che si erge discreto nel cuore del centro storico di  San Michele Salentino   la Chiesa di San Michele Arcangelo  risalente al tardo Ottocento  edificata su di un terreno donato dal principe Ernesto Dentice di Frasso  grazie al contributo offerto dai fedeli.     «Ai giovani eroi della nobile Terra di San Michele»  comincia così la  lapide in marmo  posta sulla facciata principale  omaggio al tributo umano pagato dal paese durante la Grande Guerra. Il prospetto è animato da quattro lesene  due per lato  a sostegno di una trabeazione sormontata da un fastigio con apertura centrale. Poco visibile dalla strada  è la  torre campanaria  a base quadrata.     L'interno  assai sobrio  si articola in un'unica navata  lungo la quale compaiono le  pregevoli statue dell'Addolorata e del Sacro Cuore   la  Pietà  realizzata da Michele Pomes di Grottaglie  su bozzetto del noto scultore locale Cosimo Carlucci e le  statue della Vergine e di San Giuseppe .     Un gradino separa l'ambiente destinato ai fedeli dal presbiterio  dove sono custoditi un  altare ligneo   il  fonte battesimale  in pietra  la  statua di San Michele Arcangelo  e quella del  Cristo Risorto .   
Riserva Naturale Regionale Orientata Laghi di Conversano e Gravina Monsignore,Laghi,072019,Conversano (BA),Conversano,,70014,40.96736,17.117119,www.comune.conversano.ba.it,urp@comune.conversano.ba.it,"+390804955536	 ",,,,,http://www.viaggiareinpuglia.it/img/Parco/conversano_riserva_naturale_regionale_orientata_laghi_di_conversano_e_gravina_monsignore__comune_di_conversano_1417521077180.jpg,Comune di Conversano,,,,,La Riserva Naturale Regionale Orientata Laghi di Conversano e Gravina Monsignore  estesa nel territorio di  Conversano   sfoggia un gruppo di  dieci doline carsiche  che custodiscono pozzi di raccolta delle acque superficiali.     Il quadro naturalistico è arricchito dalla  gravina di Monsignore   incisione carsica che si estende dai livelli più alti della Murgia di sud-est fino alla costa.     In un'alternanza di  aree boschive  e  pascoli   seminativi e  oliveti   il territorio spicca per i  fenomeni carsici  di superficie e per il paesaggio rurale in pietra a secco con  muretti   « casedde » e « specchie ».     Di particolare interesse sono  inoltre  le  aree archeologiche  situate in aree limitrofe ad alcuni laghi  come Torre di Castiglione e Agnano.
Riserva Naturale Regionale Orientata Laghi di Conversano e Gravina Monsignore,Riserve,072019,Conversano (BA),Conversano,,70014,40.96736,17.117119,www.comune.conversano.ba.it,urp@comune.conversano.ba.it,"+390804955536	 ",,,,,http://www.viaggiareinpuglia.it/img/Parco/conversano_riserva_naturale_regionale_orientata_laghi_di_conversano_e_gravina_monsignore__comune_di_conversano_1417521077180.jpg,Comune di Conversano,,,,,La Riserva Naturale Regionale Orientata Laghi di Conversano e Gravina Monsignore  estesa nel territorio di  Conversano   sfoggia un gruppo di  dieci doline carsiche  che custodiscono pozzi di raccolta delle acque superficiali.     Il quadro naturalistico è arricchito dalla  gravina di Monsignore   incisione carsica che si estende dai livelli più alti della Murgia di sud-est fino alla costa.     In un'alternanza di  aree boschive  e  pascoli   seminativi e  oliveti   il territorio spicca per i  fenomeni carsici  di superficie e per il paesaggio rurale in pietra a secco con  muretti   « casedde » e « specchie ».     Di particolare interesse sono  inoltre  le  aree archeologiche  situate in aree limitrofe ad alcuni laghi  come Torre di Castiglione e Agnano.
Maruggio,Comune,073014,Maruggio (TA),c/o Palazzo di Città - Piazza Giuseppe Garibaldi,21,74024,40.32221,17.569468,,info.manduria@viaggiareinpuglia.it,+390999796600,,+393493789579,,,http://www.viaggiareinpuglia.it/img/Localita/maruggio__chiesa_matrice_1415013985639.jpg,,,,,,Le cristalline acque dello Ionio sono ad appena 2 km e Maruggio ne ha valorizzato la cornice verde istituendo il    Parco delle dune di   Campomarino     riconosciuto anche sito di interesse comunitario.     La cittadina nacque sui resti dei casali di Olivaro  Castigno  San Nicolò e Civitecchia in seguito al distruttivo passaggio dei saraceni e nel 1317 divenne possedimento dei Cavalieri di Malta per donazione all'Ordine Gerosolimitano da parte della vedova de Pandis.     Leggende di invasori e cavalieri si inseguono tra le stradine del suo centro storico fino a giungere dinanzi alla  Chiesa di Santa Maria del Tempio   o  Chiesa della Madonna del Verde   che si narra fu voluta dai Cavalieri di Malta insieme a quella di San Giovanni.     Storia e fede hanno dunque lasciato la loro impronta nelle architetture del paese diventando inespugnabili nel castello e nelle torri di avvistamento sulla costa con    Torre Ovo      Borraco  e  Moline   e pregiate nello stile romanico della    Chiesa Matrice    o di quella di    Maria delle Grazie    con il bel chiostro adiacente. 
